run_id,algo,features,seed,timesteps,train_status,train_seconds,savestate,episode,reward,steps,survived,eval_csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds3,2,43.462150452513015,450,True,eval_grid_qrdqn_impala_s1_100k_ds1.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds1,0,-33.878661936149,252,False,eval_grid_qrdqn_impala_s2_100k_ds0.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds1,1,-33.878661936149,252,False,eval_grid_qrdqn_impala_s2_100k_ds0.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds1,2,-33.878661936149,252,False,eval_grid_qrdqn_impala_s2_100k_ds0.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds3,0,-80.94248782098293,54,False,eval_grid_qrdqn_impala_s2_100k_ds1.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds3,1,-80.94248782098293,54,False,eval_grid_qrdqn_impala_s2_100k_ds1.csv
grid_qrdqn_impala_s2_100k,qrdqn,impala,2,100000,ok,3626,Super Mario 64 DS (USA) (Rev 1).ds3,2,-80.94248782098293,54,False,eval_grid_qrdqn_impala_s2_100k_ds1.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds1,0,88.746625616448,450,True,eval_grid_rainbow_nature_s1_100k_ds0.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds1,1,88.746625616448,450,True,eval_grid_rainbow_nature_s1_100k_ds0.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds1,2,88.746625616448,450,True,eval_grid_rainbow_nature_s1_100k_ds0.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds3,0,-75.54345704615116,126,False,eval_grid_rainbow_nature_s1_100k_ds1.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds3,1,-75.54345704615116,126,False,eval_grid_rainbow_nature_s1_100k_ds1.csv
grid_rainbow_nature_s1_100k,rainbow,nature,1,100000,ok,16917,Super Mario 64 DS (USA) (Rev 1).ds3,2,-75.54345704615116,126,False,eval_grid_rainbow_nature_s1_100k_ds1.csv
